village,state,date,water_source_id,water_source_type,latitude,longitude,pH,turbidity_ntu,bacteria_ecoli_cfu_100ml,bacteria_coliform_cfu_100ml,dissolved_oxygen_mg_l,nitrates_mg_l,phosphates_mg_l,heavy_metals_mg_l,chlorine_residual_mg_l,fluoride_mg_l,arsenic_mg_l,test_method,testing_agency,is_potable,contamination_level,depth_meters
Singtam Village,Sikkim,2023-01-18,WS_24204,River,25.026221,88.763439,7.03,2.7,48.0,6.0,8.1,32.3,2.71,0.005,0.1,1.45,0.036,Lab Analysis,Agency_5,1,Safe,
Khliehriat Village,Meghalaya,2023-01-19,WS_28434,Well,26.24628,89.688041,6.22,61.0,714.0,3904.0,3.8,110.6,6.97,1.42,1.0,0.16,0.038,Lab Analysis,Agency_2,0,High,10.0
Jowai Rural,Meghalaya,2023-01-19,WS_67359,Pond,27.422185,95.066727,5.05,68.8,1481.0,3150.0,3.9,142.0,9.51,1.03,1.87,0.6,0.013,Lab Analysis,Agency_5,0,High,
Kiphire Village,Nagaland,2023-01-19,WS_32008,Spring,26.104695,92.36938,7.07,1.7,24.0,17.0,8.0,1.6,0.67,0.001,0.7,0.97,0.033,IoT Sensor,Agency_9,1,Safe,
Tura Village,Meghalaya,2023-01-19,WS_50262,River,24.80356,96.273263,6.65,5.3,40.0,83.0,5.2,31.4,2.39,0.02,0.45,0.92,0.045,Water Testing Kit,Agency_4,1,Safe,
Hnahthial Village,Mizoram,2023-01-19,WS_80628,Well,27.703445,96.977824,8.18,2.0,33.0,25.0,5.6,42.4,1.9,0.005,1.53,1.15,0.035,Water Testing Kit,Agency_6,1,Safe,184.0
Baghmara Rural,Meghalaya,2023-01-19,WS_55960,Well,27.288952,88.283765,8.49,4.8,43.0,17.0,8.3,40.8,2.52,0.031,0.59,0.14,0.023,Lab Analysis,Agency_8,1,Safe,72.0
Barpeta Village,Assam,2023-01-19,WS_45534,Spring,28.0833,91.788604,6.0,53.0,736.0,1177.0,2.9,100.1,21.26,1.94,0.19,0.36,0.04,IoT Sensor,Agency_8,0,High,
Karimganj Village,Assam,2023-01-20,WS_55263,Spring,25.918965,89.824967,7.11,3.3,26.0,74.0,8.5,20.8,0.87,0.016,1.75,1.17,0.007,Water Testing Kit,Agency_9,1,Safe,
Pakyong Village,Sikkim,2023-01-20,WS_84457,Piped Supply,26.042052,96.763381,7.88,5.5,5.0,51.0,7.7,36.3,1.24,0.006,1.37,0.42,0.019,IoT Sensor,Agency_7,1,Safe,
Teliamura Rural,Tripura,2023-01-20,WS_33846,Spring,28.659685,92.21752,6.94,5.1,17.0,81.0,5.7,6.5,0.3,0.027,0.69,0.32,0.013,IoT Sensor,Agency_9,1,Safe,
Belonia Rural,Tripura,2023-01-20,WS_54475,Tube Well,24.713158,94.781861,7.52,2.1,33.0,3.0,8.9,22.4,0.19,0.028,1.72,0.89,0.018,Water Testing Kit,Agency_5,1,Safe,125.0
Mokokchung Rural,Nagaland,2023-01-20,WS_63370,Spring,24.17886,96.125567,7.74,2.6,44.0,49.0,6.1,43.5,2.12,0.023,1.94,0.4,0.025,IoT Sensor,Agency_4,1,Safe,
Dibrugarh Rural,Assam,2023-01-20,WS_41581,Piped Supply,28.677156,93.757475,6.62,2.1,8.0,60.0,6.9,32.6,1.53,0.021,0.8,0.64,0.008,Water Testing Kit,Agency_5,1,Safe,
Kohima Rural,Nagaland,2023-01-20,WS_45520,Well,25.664395,93.207701,8.36,6.5,5.0,90.0,5.1,20.0,1.5,0.042,0.63,0.23,0.018,Water Testing Kit,Agency_7,1,Safe,122.0
Gyalshing Rural,Sikkim,2023-01-21,WS_26813,Well,26.598806,90.870255,7.1,7.7,4.0,25.0,6.8,11.1,2.12,0.019,1.66,0.9,0.035,Water Testing Kit,Agency_8,1,Safe,24.0
Dibrugarh Rural,Assam,2023-01-21,WS_45341,Pond,24.834148,91.919867,7.37,2.9,44.0,3.0,7.1,9.5,1.1,0.01,0.21,1.29,0.005,IoT Sensor,Agency_6,1,Safe,
Dibrugarh Rural,Assam,2023-01-21,WS_89234,River,28.04477,91.40605,4.84,82.7,1051.0,4826.0,3.4,113.0,19.82,0.96,0.42,1.24,0.032,IoT Sensor,Agency_2,0,High,
Namchi Village,Sikkim,2023-01-21,WS_47848,Tube Well,23.225854,89.33175,7.44,3.4,45.0,83.0,5.0,5.4,1.54,0.006,0.63,1.27,0.044,IoT Sensor,Agency_3,1,Safe,127.0
Thoubal Village,Manipur,2023-01-21,WS_27979,Pond,23.538243,90.809692,7.0,7.8,24.0,94.0,6.7,14.6,1.09,0.044,0.95,0.22,0.041,IoT Sensor,Agency_5,1,Safe,
Wokha Rural,Nagaland,2023-01-21,WS_31388,River,23.264889,90.279308,6.62,6.8,19.0,49.0,6.6,22.0,0.05,0.041,0.52,1.07,0.025,IoT Sensor,Agency_8,1,Safe,
Senapati Rural,Manipur,2023-01-21,WS_98493,Piped Supply,24.163846,91.614415,7.04,1.9,46.0,64.0,8.2,10.1,1.77,0.003,0.29,0.2,0.036,Water Testing Kit,Agency_4,1,Safe,
Wokha Rural,Nagaland,2023-01-22,WS_84525,River,24.290291,89.947901,8.46,5.8,10.0,95.0,6.4,3.6,0.72,0.042,0.12,1.15,0.015,IoT Sensor,Agency_5,1,Safe,
Jorhat Village,Assam,2023-01-22,WS_23352,Piped Supply,25.120603,90.352939,6.74,1.5,16.0,65.0,7.1,32.1,0.09,0.041,0.72,0.33,0.015,Lab Analysis,Agency_9,1,Safe,
Bishnupur Rural,Manipur,2023-01-22,WS_15653,Tube Well,26.447306,93.961584,7.14,6.3,1.0,30.0,6.8,27.0,0.47,0.022,0.76,0.1,0.003,Water Testing Kit,Agency_7,1,Safe,175.0
Singtam Village,Sikkim,2023-01-22,WS_93034,Piped Supply,25.139475,88.121674,8.36,6.0,35.0,66.0,6.0,43.1,1.63,0.011,0.0,1.36,0.001,IoT Sensor,Agency_4,1,Safe,
Senapati Rural,Manipur,2023-01-22,WS_77355,Well,28.2247,93.764664,7.86,5.2,29.0,20.0,6.6,21.5,1.75,0.01,1.29,0.61,0.021,Water Testing Kit,Agency_2,1,Safe,84.0
Hnahthial Village,Mizoram,2023-01-22,WS_81189,River,26.853982,90.983176,5.0,57.1,831.0,4134.0,3.5,100.4,14.02,1.96,0.38,0.28,0.044,Lab Analysis,Agency_5,0,High,
Imphal Rural,Manipur,2023-01-22,WS_99622,Tube Well,25.509407,89.640601,6.97,6.8,19.0,82.0,5.6,41.0,1.45,0.009,1.82,0.83,0.04,Water Testing Kit,Agency_7,1,Safe,41.0
Udaipur Village,Tripura,2023-01-23,WS_47340,Well,24.586798,93.779609,6.51,3.5,35.0,71.0,7.5,13.3,2.21,0.029,0.64,1.02,0.039,Lab Analysis,Agency_9,1,Safe,116.0
Bishnupur Rural,Manipur,2023-01-23,WS_66705,Well,25.440382,94.050337,7.71,7.1,9.0,96.0,7.8,8.8,1.39,0.035,1.99,0.56,0.047,IoT Sensor,Agency_2,1,Safe,138.0
Rangpo Rural,Sikkim,2023-01-23,WS_34285,Piped Supply,27.463958,94.260803,7.42,7.0,16.0,11.0,7.1,19.8,0.69,0.045,0.51,0.71,0.045,Water Testing Kit,Agency_7,1,Safe,
Tezpur Village,Arunachal Pradesh,2023-01-23,WS_76772,River,26.168324,92.532023,4.91,18.7,1500.0,636.0,2.6,57.5,24.68,1.45,0.72,0.23,0.018,Water Testing Kit,Agency_5,0,High,
Gyalshing Rural,Sikkim,2023-01-23,WS_32907,River,23.969336,94.684313,7.64,2.0,6.0,52.0,8.6,44.8,2.36,0.011,0.01,0.64,0.009,Water Testing Kit,Agency_7,1,Safe,
Lawngtlai Village,Mizoram,2023-01-23,WS_59398,Piped Supply,25.424385,93.755719,7.84,5.6,0.0,32.0,5.3,30.7,0.64,0.013,1.25,1.48,0.035,IoT Sensor,Agency_4,1,Safe,
Dibrugarh Rural,Assam,2023-01-23,WS_82811,Well,25.578994,91.916159,6.86,5.1,7.0,72.0,8.1,44.6,2.86,0.036,1.29,1.43,0.043,IoT Sensor,Agency_6,1,Safe,38.0
Shillong Rural,Meghalaya,2023-01-24,WS_22689,Piped Supply,27.071716,96.114438,8.39,3.1,19.0,52.0,7.3,24.2,2.46,0.042,0.24,0.01,0.008,IoT Sensor,Agency_6,1,Safe,
Jiribam Village,Manipur,2023-01-24,WS_43625,Tube Well,28.446795,92.565848,7.76,6.9,40.0,75.0,5.2,35.2,0.6,0.001,0.47,1.04,0.028,Water Testing Kit,Agency_4,1,Safe,53.0
Roing Village,Arunachal Pradesh,2023-01-24,WS_86350,River,23.33732,93.988261,8.3,6.0,37.0,59.0,6.9,43.8,1.94,0.042,1.3,1.45,0.007,Water Testing Kit,Agency_7,1,Safe,
Kiphire Village,Nagaland,2023-01-24,WS_68291,Well,25.843573,89.947858,6.93,1.8,43.0,32.0,6.7,30.8,1.02,0.028,0.5,1.31,0.039,Water Testing Kit,Agency_3,1,Safe,178.0
Saitual Rural,Mizoram,2023-01-24,WS_79967,Pond,26.467231,90.333307,6.62,5.5,19.0,40.0,6.1,15.0,2.59,0.039,1.33,1.36,0.003,Lab Analysis,Agency_9,1,Safe,
Roing Village,Arunachal Pradesh,2023-01-24,WS_40050,Well,27.706174,96.084495,7.73,7.0,3.0,91.0,5.3,12.9,0.47,0.007,1.13,0.24,0.004,IoT Sensor,Agency_2,1,Safe,119.0
Mokokchung Rural,Nagaland,2023-01-24,WS_71524,River,28.626675,96.730928,5.28,61.8,1237.0,223.0,1.6,192.5,15.17,1.44,0.04,0.38,0.046,IoT Sensor,Agency_9,0,High,
Itanagar Rural,Arunachal Pradesh,2023-01-25,WS_79953,Pond,24.142358,93.662572,8.47,2.3,38.0,66.0,7.5,33.4,0.76,0.017,1.68,0.81,0.024,Water Testing Kit,Agency_6,1,Safe,
Kiphire Village,Nagaland,2023-01-25,WS_17005,Piped Supply,25.363379,92.68902,6.61,4.3,6.0,66.0,6.2,33.2,2.33,0.015,0.39,0.28,0.018,Lab Analysis,Agency_7,1,Safe,
Ziro Village,Arunachal Pradesh,2023-01-25,WS_37408,Well,28.239216,94.386326,8.26,1.9,45.0,58.0,8.6,5.9,1.39,0.015,0.2,0.0,0.01,Lab Analysis,Agency_7,1,Safe,94.0
Jorhat Village,Assam,2023-01-25,WS_34789,River,23.165416,95.723117,5.27,25.4,237.0,1656.0,3.3,165.3,17.16,1.67,0.75,0.2,0.038,Water Testing Kit,Agency_6,0,High,
Teliamura Rural,Tripura,2023-01-25,WS_66566,Piped Supply,24.87565,94.641807,7.02,7.1,49.0,92.0,5.4,33.1,1.67,0.039,1.01,0.93,0.006,IoT Sensor,Agency_9,1,Safe,
Zunheboto Village,Nagaland,2023-01-25,WS_86343,Piped Supply,24.387577,89.117487,8.16,7.6,44.0,39.0,8.0,16.4,2.59,0.019,0.09,1.45,0.021,IoT Sensor,Agency_9,1,Safe,
Wokha Rural,Nagaland,2023-01-25,WS_12022,Tube Well,23.775551,89.475567,8.24,5.7,29.0,81.0,5.4,11.9,0.39,0.045,1.23,0.85,0.009,IoT Sensor,Agency_9,1,Safe,155.0
Baghmara Rural,Meghalaya,2023-01-26,WS_44490,Piped Supply,28.47317,92.073799,7.31,5.4,16.0,38.0,8.2,35.8,1.81,0.028,0.49,0.18,0.04,IoT Sensor,Agency_8,1,Safe,
Roing Village,Arunachal Pradesh,2023-01-26,WS_77891,River,28.254277,93.303556,5.98,91.4,1868.0,3988.0,3.5,58.4,20.64,0.68,0.96,1.06,0.003,IoT Sensor,Agency_6,0,High,
Serchhip Village,Mizoram,2023-01-26,WS_78119,River,24.727312,92.903377,6.79,3.1,13.0,65.0,8.7,7.5,0.57,0.03,0.77,0.42,0.036,Water Testing Kit,Agency_5,1,Safe,
Dharmanagar Rural,Tripura,2023-01-26,WS_84885,Pond,25.229681,96.266707,6.86,6.3,14.0,17.0,8.8,19.0,1.93,0.04,0.27,1.33,0.035,Water Testing Kit,Agency_2,1,Safe,
Agartala Rural,Tripura,2023-01-26,WS_25561,Piped Supply,28.06746,92.127068,8.04,7.1,8.0,96.0,9.0,0.7,0.27,0.022,0.67,1.11,0.033,IoT Sensor,Agency_6,1,Safe,
Jorhat Village,Assam,2023-01-26,WS_85427,River,24.982175,94.172733,7.08,6.9,18.0,81.0,8.7,28.0,2.19,0.048,0.12,0.41,0.006,IoT Sensor,Agency_7,1,Safe,
Nagaon Rural,Assam,2023-01-26,WS_90969,Well,27.365205,95.960398,8.04,3.3,18.0,95.0,7.2,8.7,1.42,0.026,0.92,1.36,0.034,Lab Analysis,Agency_5,1,Safe,139.0
Tura Village,Meghalaya,2023-01-27,WS_54182,River,24.767664,94.930997,7.48,3.7,39.0,39.0,5.8,6.1,2.64,0.043,0.9,0.33,0.009,IoT Sensor,Agency_7,1,Safe,
Singtam Village,Sikkim,2023-01-27,WS_91308,Well,27.954793,90.912811,7.36,5.5,10.0,98.0,5.6,26.9,0.98,0.007,0.76,0.81,0.023,Water Testing Kit,Agency_4,1,Safe,139.0
Kolasib Rural,Mizoram,2023-01-27,WS_50175,Piped Supply,27.049629,94.638826,7.83,1.2,50.0,66.0,8.6,22.7,0.86,0.022,0.08,0.37,0.033,IoT Sensor,Agency_1,1,Safe,
Tuensang Village,Nagaland,2023-01-27,WS_55005,Well,23.848868,92.267181,8.29,3.4,22.0,7.0,7.4,42.1,0.87,0.02,0.35,0.71,0.042,Water Testing Kit,Agency_8,1,Safe,46.0
Guwahati Rural,Assam,2023-01-27,WS_83998,Piped Supply,25.354067,91.189332,7.15,2.6,39.0,31.0,5.1,16.4,0.83,0.045,0.0,0.24,0.017,Water Testing Kit,Agency_2,1,Safe,
Shillong Rural,Meghalaya,2023-01-27,WS_88195,River,24.279858,95.089343,6.04,50.4,1324.0,4196.0,3.6,178.6,14.89,1.36,0.94,0.45,0.019,IoT Sensor,Agency_1,0,High,
Lunglei Village,Mizoram,2023-01-27,WS_54501,Well,24.139482,95.60338,7.4,1.4,45.0,23.0,8.7,5.4,2.53,0.009,0.78,1.1,0.032,Lab Analysis,Agency_1,1,Safe,148.0
Tura Village,Meghalaya,2023-01-28,WS_19267,Pond,23.859882,96.98917,7.62,0.7,3.0,74.0,8.4,31.3,0.83,0.011,1.32,0.41,0.004,Water Testing Kit,Agency_1,1,Safe,
Tamenglong Rural,Manipur,2023-01-28,WS_75861,River,24.56227,88.662672,8.06,5.4,1.0,90.0,7.3,41.4,2.89,0.023,0.9,1.03,0.049,Lab Analysis,Agency_4,1,Safe,
Thoubal Village,Manipur,2023-01-28,WS_78339,Tube Well,24.708247,95.552779,8.04,0.4,20.0,36.0,6.3,25.7,1.17,0.02,1.2,0.13,0.019,IoT Sensor,Agency_7,1,Safe,11.0
Senapati Rural,Manipur,2023-01-28,WS_73636,Pond,23.469271,89.606533,5.22,54.2,1819.0,4560.0,2.5,120.7,17.81,0.59,1.28,0.32,0.006,IoT Sensor,Agency_9,0,High,
Kiphire Village,Nagaland,2023-01-28,WS_12716,Piped Supply,27.009287,91.614144,7.89,2.4,35.0,70.0,6.7,43.6,0.0,0.034,1.97,0.98,0.046,Lab Analysis,Agency_5,1,Safe,
Khliehriat Village,Meghalaya,2023-01-28,WS_76888,Spring,28.42413,93.269815,6.84,1.0,46.0,88.0,6.3,41.9,0.39,0.015,1.91,1.03,0.041,Water Testing Kit,Agency_7,1,Safe,
Phek Rural,Nagaland,2023-01-28,WS_46148,Piped Supply,28.176824,88.487419,4.68,18.5,1135.0,2293.0,1.9,129.1,15.04,1.0,1.8,0.98,0.009,IoT Sensor,Agency_2,0,High,
Belonia Rural,Tripura,2023-01-29,WS_41908,Piped Supply,26.256051,91.568201,7.7,2.4,18.0,51.0,6.0,38.4,2.24,0.049,0.01,0.7,0.006,Water Testing Kit,Agency_7,1,Safe,
Thoubal Village,Manipur,2023-01-29,WS_20593,Tube Well,26.521673,94.104578,6.82,1.3,28.0,73.0,8.6,40.2,0.47,0.05,1.21,1.3,0.032,IoT Sensor,Agency_9,1,Safe,74.0
Kohima Rural,Nagaland,2023-01-29,WS_17914,Tube Well,23.941092,91.114835,7.82,7.8,11.0,83.0,5.7,23.2,1.99,0.033,1.93,1.32,0.037,Water Testing Kit,Agency_9,1,Safe,88.0
Tawang Rural,Arunachal Pradesh,2023-01-29,WS_62577,River,24.192902,89.167315,7.35,5.6,37.0,51.0,8.0,23.8,0.29,0.043,0.14,0.49,0.034,Lab Analysis,Agency_2,1,Safe,
Agartala Rural,Tripura,2023-01-29,WS_43911,Well,24.506715,95.389837,4.9,34.2,1381.0,3265.0,1.4,158.7,11.98,0.97,0.31,0.82,0.02,IoT Sensor,Agency_8,0,High,176.0
Wokha Rural,Nagaland,2023-01-29,WS_26273,Spring,28.450647,96.742669,7.03,6.3,0.0,28.0,5.4,19.1,1.91,0.009,1.77,0.17,0.022,IoT Sensor,Agency_4,1,Safe,
Jiribam Village,Manipur,2023-01-29,WS_78597,Tube Well,25.070661,94.774976,8.34,2.5,27.0,5.0,7.7,35.8,2.91,0.042,1.37,0.95,0.05,IoT Sensor,Agency_2,1,Safe,110.0
Khliehriat Village,Meghalaya,2023-01-30,WS_87659,Spring,27.657621,96.861523,7.8,1.3,12.0,38.0,6.9,22.4,2.71,0.005,1.5,1.43,0.042,IoT Sensor,Agency_8,1,Safe,
Saitual Rural,Mizoram,2023-01-30,WS_43215,Tube Well,23.250314,96.563476,7.92,1.1,18.0,88.0,8.9,5.0,1.76,0.037,0.47,0.45,0.032,Water Testing Kit,Agency_4,1,Safe,173.0
Jiribam Village,Manipur,2023-01-30,WS_40638,River,28.647815,89.920998,6.38,39.2,309.0,3472.0,3.3,53.8,10.38,0.47,0.75,0.43,0.047,Water Testing Kit,Agency_9,0,High,
Jowai Rural,Meghalaya,2023-01-30,WS_82590,River,26.847577,92.252213,5.43,80.6,439.0,2531.0,1.4,176.4,21.38,1.38,1.43,1.35,0.003,Lab Analysis,Agency_4,0,High,
Tezpur Village,Arunachal Pradesh,2023-01-30,WS_27666,River,23.637413,96.716688,7.45,7.3,37.0,4.0,7.2,44.7,0.6,0.031,1.36,0.03,0.024,IoT Sensor,Agency_2,1,Safe,
Khliehriat Village,Meghalaya,2023-01-30,WS_36628,Well,23.883736,90.517294,8.04,6.2,6.0,1.0,6.6,31.3,2.6,0.008,0.56,0.7,0.048,Lab Analysis,Agency_2,1,Safe,104.0
Dimapur Village,Nagaland,2023-01-30,WS_74475,Pond,27.78489,94.178039,5.24,30.5,362.0,4315.0,1.2,156.6,9.05,0.12,0.91,1.25,0.043,Water Testing Kit,Agency_6,0,High,
Jorhat Village,Assam,2023-01-31,WS_53816,River,24.755652,95.505765,7.2,4.5,10.0,81.0,5.2,31.3,1.17,0.029,0.07,0.31,0.016,Water Testing Kit,Agency_3,1,Safe,
Baghmara Rural,Meghalaya,2023-01-31,WS_29473,Pond,23.20836,88.696656,8.25,2.1,30.0,87.0,7.1,16.6,1.95,0.009,1.93,1.34,0.004,IoT Sensor,Agency_8,1,Safe,
Gangtok Rural,Sikkim,2023-01-31,WS_24376,Piped Supply,25.964721,95.654173,8.11,4.6,17.0,53.0,5.1,11.0,1.1,0.016,1.89,0.53,0.006,IoT Sensor,Agency_5,1,Safe,
Gyalshing Rural,Sikkim,2023-01-31,WS_79533,Well,27.461315,94.481058,7.4,7.3,6.0,61.0,6.3,5.6,1.18,0.021,0.29,0.35,0.001,IoT Sensor,Agency_2,1,Safe,124.0
Guwahati Rural,Assam,2023-01-31,WS_26637,Well,25.662106,96.94601,7.64,3.5,0.0,9.0,5.6,4.8,0.77,0.008,0.75,0.24,0.031,Water Testing Kit,Agency_9,1,Safe,173.0
Bomdila Rural,Arunachal Pradesh,2023-01-31,WS_28654,Spring,28.44419,89.646738,7.61,2.8,5.0,36.0,6.3,3.5,2.35,0.021,0.9,0.32,0.011,Lab Analysis,Agency_6,1,Safe,
Ukhrul Village,Manipur,2023-01-31,WS_69248,Pond,25.293214,95.82962,7.6,0.4,3.0,24.0,7.5,11.0,2.55,0.031,1.48,0.24,0.019,IoT Sensor,Agency_4,1,Safe,
Itanagar Rural,Arunachal Pradesh,2023-02-01,WS_89516,Well,25.712098,92.170822,6.63,0.2,32.0,16.0,5.1,3.1,0.6,0.036,0.07,0.55,0.006,IoT Sensor,Agency_7,1,Safe,10.0
Pakyong Village,Sikkim,2023-02-01,WS_57938,Spring,24.060549,94.516377,7.47,7.1,21.0,53.0,5.7,12.8,1.52,0.018,1.5,0.29,0.016,IoT Sensor,Agency_3,1,Safe,
Tawang Rural,Arunachal Pradesh,2023-02-01,WS_70777,Spring,28.719671,94.798525,8.01,6.0,20.0,5.0,8.0,6.1,0.87,0.016,0.76,1.22,0.011,IoT Sensor,Agency_3,1,Safe,
Nongpoh Village,Meghalaya,2023-02-01,WS_86236,River,27.135047,92.077522,7.39,4.6,3.0,15.0,8.1,11.2,0.28,0.028,1.37,1.2,0.01,IoT Sensor,Agency_9,1,Safe,
Nagaon Rural,Assam,2023-02-01,WS_26079,Piped Supply,23.328978,94.570708,7.95,5.8,8.0,32.0,8.8,3.2,0.69,0.029,1.05,0.26,0.011,Lab Analysis,Agency_7,1,Safe,
Namchi Village,Sikkim,2023-02-01,WS_71277,River,23.302573,94.901481,7.66,7.7,15.0,76.0,7.9,2.8,2.79,0.047,1.74,1.46,0.006,IoT Sensor,Agency_4,1,Safe,
Khowai Village,Tripura,2023-02-01,WS_45635,River,28.846082,89.270417,6.5,3.0,18.0,50.0,5.5,31.1,1.79,0.011,0.5,0.73,0.026,Lab Analysis,Agency_2,1,Safe,
Phek Rural,Nagaland,2023-02-02,WS_50597,Well,23.682982,89.421946,7.03,1.0,22.0,90.0,5.1,28.2,1.0,0.031,0.09,1.19,0.005,IoT Sensor,Agency_6,1,Safe,157.0
Jorhat Village,Assam,2023-02-02,WS_13823,Well,23.933446,90.78957,8.03,7.6,44.0,84.0,6.7,36.1,2.33,0.012,1.81,0.49,0.014,IoT Sensor,Agency_2,1,Safe,50.0
Khowai Village,Tripura,2023-02-02,WS_55825,Spring,27.795008,96.419812,6.9,6.0,38.0,95.0,8.6,4.3,1.36,0.035,0.93,1.15,0.005,Lab Analysis,Agency_5,1,Safe,
Khliehriat Village,Meghalaya,2023-02-02,WS_97097,Spring,25.969526,95.748191,7.97,3.3,44.0,9.0,5.6,42.9,1.7,0.008,0.58,0.08,0.031,Lab Analysis,Agency_9,1,Safe,
Tuensang Village,Nagaland,2023-02-02,WS_97149,River,25.745227,96.845181,5.7,99.2,1191.0,1713.0,1.7,199.7,22.01,0.63,1.98,1.16,0.042,IoT Sensor,Agency_1,0,High,
Imphal Rural,Manipur,2023-02-02,WS_19300,Piped Supply,26.080364,93.516689,6.89,1.1,1.0,92.0,6.4,34.1,2.65,0.03,1.69,0.05,0.008,Water Testing Kit,Agency_1,1,Safe,
Tezpur Village,Arunachal Pradesh,2023-02-02,WS_72801,Well,28.125211,96.58669,6.88,7.8,20.0,62.0,6.4,9.9,2.06,0.047,1.5,0.08,0.001,IoT Sensor,Agency_8,1,Safe,160.0
Phek Rural,Nagaland,2023-02-03,WS_40378,Well,25.690934,96.315011,6.77,7.8,16.0,6.0,8.8,27.4,0.11,0.042,1.41,1.11,0.01,IoT Sensor,Agency_9,1,Safe,188.0
Williamnagar Village,Meghalaya,2023-02-03,WS_23785,Piped Supply,26.320746,94.355926,6.92,6.0,2.0,30.0,7.5,44.1,2.97,0.022,0.4,1.12,0.018,Water Testing Kit,Agency_5,1,Safe,
Namchi Village,Sikkim,2023-02-03,WS_29033,Well,24.874358,88.892168,7.11,7.7,15.0,85.0,7.8,16.1,2.81,0.029,1.56,0.63,0.032,Lab Analysis,Agency_6,1,Safe,14.0
Mangan Village,Sikkim,2023-02-03,WS_49847,Piped Supply,27.622192,89.770389,8.4,1.5,9.0,64.0,6.7,1.2,2.76,0.004,1.64,1.41,0.05,IoT Sensor,Agency_1,1,Safe,
Imphal Rural,Manipur,2023-02-03,WS_94961,Well,24.775729,92.521776,6.68,1.4,2.0,64.0,7.1,41.3,1.39,0.032,1.63,0.51,0.022,Water Testing Kit,Agency_6,1,Safe,38.0
Aizawl Rural,Mizoram,2023-02-03,WS_26239,Piped Supply,28.696574,88.722763,7.89,6.5,38.0,63.0,5.0,23.2,1.79,0.048,1.88,0.59,0.04,Water Testing Kit,Agency_3,1,Safe,
Hnahthial Village,Mizoram,2023-02-03,WS_83697,Pond,25.792154,93.259141,8.23,6.5,15.0,5.0,6.6,14.2,1.11,0.028,0.27,1.14,0.011,IoT Sensor,Agency_3,1,Safe,
Naharlagun Village,Arunachal Pradesh,2023-02-04,WS_98963,Piped Supply,25.943827,88.911157,7.14,6.8,40.0,62.0,5.7,40.7,1.58,0.019,1.29,1.1,0.035,Lab Analysis,Agency_1,1,Safe,
Kiphire Village,Nagaland,2023-02-04,WS_66348,Spring,28.420227,89.80399,7.99,2.1,21.0,34.0,6.2,32.9,0.3,0.008,0.5,0.27,0.043,Water Testing Kit,Agency_2,1,Safe,
Gangtok Rural,Sikkim,2023-02-04,WS_69457,Pond,25.823412,92.693691,6.66,6.6,35.0,26.0,6.6,27.9,2.84,0.031,1.54,0.93,0.02,IoT Sensor,Agency_1,1,Safe,
Barpeta Village,Assam,2023-02-04,WS_92451,River,26.343096,92.964173,5.33,72.9,1540.0,4070.0,3.2,120.0,5.75,1.1,0.04,1.16,0.046,IoT Sensor,Agency_1,0,High,
Barpeta Village,Assam,2023-02-04,WS_81963,Well,28.991773,90.137074,7.37,2.6,0.0,4.0,7.8,21.6,2.55,0.038,1.08,0.45,0.043,Water Testing Kit,Agency_9,1,Safe,79.0
Nagaon Rural,Assam,2023-02-04,WS_54573,Piped Supply,28.662139,92.347299,7.22,6.8,35.0,55.0,6.2,44.4,2.52,0.007,1.43,0.99,0.045,Lab Analysis,Agency_6,1,Safe,
Nongpoh Village,Meghalaya,2023-02-04,WS_74249,Well,28.232331,96.090428,7.14,0.4,35.0,31.0,7.5,1.2,0.0,0.009,0.35,0.34,0.027,Water Testing Kit,Agency_3,1,Safe,171.0
Gyalshing Rural,Sikkim,2023-02-05,WS_19216,Pond,25.636568,96.637342,4.7,62.2,1823.0,1671.0,4.0,87.4,14.45,0.75,0.22,0.48,0.012,IoT Sensor,Agency_9,0,High,
Lunglei Village,Mizoram,2023-02-05,WS_96627,River,28.17327,90.152087,8.1,3.8,8.0,56.0,9.0,34.1,2.54,0.009,1.25,0.44,0.007,Lab Analysis,Agency_3,1,Safe,
Tezpur Rural,Assam,2023-02-05,WS_42315,Well,26.593605,95.369413,6.34,95.0,327.0,1999.0,2.4,121.7,10.98,1.83,1.03,1.04,0.049,Lab Analysis,Agency_9,0,High,88.0
Gangtok Rural,Sikkim,2023-02-05,WS_12100,Well,23.601656,96.280958,8.02,0.3,3.0,86.0,5.2,30.5,0.96,0.041,1.74,1.36,0.005,Lab Analysis,Agency_5,1,Safe,68.0
Gangtok Rural,Sikkim,2023-02-05,WS_12355,Well,23.424684,96.351924,7.86,5.6,4.0,76.0,7.6,18.3,1.71,0.038,1.87,0.96,0.019,IoT Sensor,Agency_4,1,Safe,7.0
Champhai Rural,Mizoram,2023-02-05,WS_67176,Piped Supply,25.71117,92.150957,7.18,3.8,25.0,74.0,7.0,38.0,1.45,0.002,1.96,0.86,0.006,IoT Sensor,Agency_7,1,Safe,
Tezpur Rural,Assam,2023-02-05,WS_98200,Pond,25.785195,96.507452,6.28,42.8,1588.0,2162.0,1.3,64.8,13.65,0.21,0.6,0.39,0.005,Water Testing Kit,Agency_2,0,High,
Dibrugarh Rural,Assam,2023-02-06,WS_11191,Piped Supply,25.325744,88.173497,7.48,1.6,44.0,36.0,7.9,14.4,0.89,0.032,0.61,1.18,0.043,IoT Sensor,Agency_4,1,Safe,
