village,state,date,season,month,daily_rainfall_mm,weekly_rainfall_mm,monthly_rainfall_mm,temperature_celsius,max_temperature_celsius,min_temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction,atmospheric_pressure_hpa,solar_radiation_mj_m2,evaporation_rate_mm,flood_risk_level,drought_indicator,weather_station_id,data_source
Resubelpara Rural,Meghalaya,2023-01-22,Winter,1,0.6,4.9,63.6,16.4,22.9,13.3,51.4,18.5,N,1002.8,19.1,7.9,Low,No,WS_3883,IMD
Pasighat Rural,Arunachal Pradesh,2023-01-22,Winter,1,6.0,47.6,21.8,13.2,18.6,10.7,66.9,11.2,S,1004.6,28.7,2.9,Low,No,WS_2280,IMD
Mangan Village,Sikkim,2023-01-22,Winter,1,0.6,4.7,64.0,24.5,27.0,19.3,53.7,2.2,NW,1019.6,17.1,9.5,Low,No,WS_3113,IMD
Jiribam Village,Manipur,2023-01-22,Winter,1,1.6,11.1,69.9,22.0,25.6,17.3,54.8,20.7,N,1006.8,27.6,4.5,High,No,WS_6771,IMD
Tezpur Rural,Assam,2023-01-22,Winter,1,0.5,3.9,39.1,20.1,25.1,15.9,60.7,11.6,W,1006.0,23.8,8.0,Low,Mild,WS_5112,Satellite
Resubelpara Rural,Meghalaya,2023-01-23,Winter,1,3.1,20.9,80.0,20.1,23.6,17.1,70.8,6.2,W,1012.8,15.2,10.1,Low,No,WS_7171,IMD
Kiphire Village,Nagaland,2023-01-23,Winter,1,2.0,12.2,72.1,24.7,31.6,19.1,73.3,19.7,W,1008.1,26.4,9.8,Medium,No,WS_8831,Local Station
Jowai Rural,Meghalaya,2023-01-23,Winter,1,2.3,17.8,17.9,17.6,23.7,12.1,73.0,20.0,NE,1007.1,17.9,6.6,Low,Mild,WS_7162,Local Station
Nagaon Rural,Assam,2023-01-23,Winter,1,1.1,6.3,67.0,21.5,28.8,18.8,61.8,10.7,NE,1013.8,29.1,6.2,Low,No,WS_7900,IMD
Tezpur Rural,Assam,2023-01-23,Winter,1,0.3,2.0,56.4,16.2,23.7,11.1,70.2,20.9,NE,1004.2,19.0,2.0,Low,No,WS_5156,IMD
Jowai Rural,Meghalaya,2023-01-23,Winter,1,2.2,17.6,16.6,13.1,19.5,7.2,52.7,8.5,SW,1014.9,24.6,5.0,Low,Mild,WS_8730,IMD
Tawang Rural,Arunachal Pradesh,2023-01-23,Winter,1,2.5,17.7,26.1,14.5,21.0,10.7,52.5,21.5,SE,1000.2,29.9,11.6,Medium,No,WS_3730,Satellite
Dharmanagar Rural,Tripura,2023-01-24,Winter,1,5.4,31.2,58.9,18.4,24.0,15.2,64.0,10.3,SE,1013.2,16.4,11.9,Medium,No,WS_9633,Local Station
Tezpur Village,Arunachal Pradesh,2023-01-24,Winter,1,0.2,1.2,45.4,16.2,23.5,12.7,52.8,9.1,S,1009.2,17.2,8.6,Low,No,WS_5051,IMD
Dimapur Village,Nagaland,2023-01-24,Winter,1,7.1,55.7,11.1,15.6,18.1,11.0,72.8,21.7,SW,1009.9,23.2,2.8,Low,No,WS_5929,IMD
Khowai Village,Tripura,2023-01-24,Winter,1,2.0,13.0,25.6,13.4,16.7,7.6,66.3,3.2,NW,1013.2,29.6,10.9,Low,Severe,WS_6197,Local Station
Shillong Rural,Meghalaya,2023-01-24,Winter,1,0.4,2.4,32.6,23.9,27.1,19.1,64.7,19.8,N,1014.4,29.2,8.9,Low,No,WS_4650,IMD
Williamnagar Village,Meghalaya,2023-01-24,Winter,1,0.2,1.5,44.1,21.2,29.2,16.5,53.9,14.4,W,1015.5,24.0,5.8,Medium,No,WS_4657,IMD
Rangpo Rural,Sikkim,2023-01-24,Winter,1,3.1,21.9,22.4,14.6,20.1,11.4,55.8,20.6,SW,1012.2,16.1,8.9,High,No,WS_7016,Local Station
Rangpo Rural,Sikkim,2023-01-25,Winter,1,1.2,7.1,48.1,16.8,21.8,13.3,70.2,12.0,NE,1004.7,15.1,4.9,High,No,WS_1020,Satellite
Kiphire Village,Nagaland,2023-01-25,Winter,1,5.4,39.9,47.2,22.9,25.8,20.9,63.4,9.4,E,1004.5,18.2,6.6,Low,No,WS_7629,IMD
Bishnupur Rural,Manipur,2023-01-25,Winter,1,0.7,5.0,77.1,17.2,24.2,13.6,74.4,24.3,NW,1011.5,20.8,3.1,Low,No,WS_9521,IMD
Jowai Rural,Meghalaya,2023-01-25,Winter,1,2.1,15.6,59.2,20.2,25.0,16.8,57.3,16.5,NE,1015.3,24.8,7.0,Low,No,WS_8608,Satellite
Barpeta Village,Assam,2023-01-25,Winter,1,1.6,10.4,77.3,18.2,21.3,15.8,56.2,19.6,W,1003.4,27.4,10.7,Medium,No,WS_8519,Local Station
Rangpo Rural,Sikkim,2023-01-25,Winter,1,1.5,12.5,76.5,17.9,22.9,15.8,57.6,10.5,NE,1017.9,30.0,5.8,Low,Mild,WS_7495,Satellite
Amarpur Village,Tripura,2023-01-25,Winter,1,4.0,23.4,14.0,21.2,26.5,19.1,60.6,5.9,W,1001.7,18.2,11.6,Low,No,WS_9810,IMD
Senapati Rural,Manipur,2023-01-26,Winter,1,0.3,2.0,32.2,12.8,18.9,7.4,62.6,7.6,NW,1014.1,20.7,11.3,Medium,No,WS_6539,Local Station
Nongpoh Village,Meghalaya,2023-01-26,Winter,1,0.0,0.0,34.2,23.4,29.2,19.4,61.8,19.0,E,1009.4,19.7,11.4,High,Mild,WS_2673,IMD
Kiphire Village,Nagaland,2023-01-26,Winter,1,8.2,51.2,12.7,15.4,22.7,13.2,59.2,20.9,S,1015.8,21.5,9.0,High,No,WS_8961,IMD
Agartala Rural,Tripura,2023-01-26,Winter,1,1.3,7.6,46.2,17.6,23.1,13.4,53.4,19.9,NE,1015.4,18.0,8.6,Low,Moderate,WS_7071,IMD
Bomdila Rural,Arunachal Pradesh,2023-01-26,Winter,1,1.2,9.5,14.5,22.4,25.3,18.6,68.7,8.7,SE,1017.9,28.7,9.3,Medium,No,WS_5269,Local Station
Teliamura Rural,Tripura,2023-01-26,Winter,1,0.0,0.0,32.6,12.5,15.9,7.0,70.8,19.1,S,1010.6,20.4,9.6,Medium,Moderate,WS_9615,Local Station
Dharmanagar Rural,Tripura,2023-01-26,Winter,1,0.1,0.6,53.2,15.0,21.6,10.7,73.1,17.8,SW,1016.0,26.6,3.3,Medium,No,WS_5446,IMD
Imphal Rural,Manipur,2023-01-27,Winter,1,4.8,35.9,59.0,14.1,18.1,9.4,68.1,7.2,NE,1019.5,28.1,2.2,Medium,Mild,WS_1752,IMD
Saitual Rural,Mizoram,2023-01-27,Winter,1,3.4,21.9,36.3,23.4,26.7,19.2,55.0,16.0,SW,1008.3,20.0,7.4,Low,Moderate,WS_6202,IMD
Zunheboto Village,Nagaland,2023-01-27,Winter,1,0.4,3.0,49.0,18.9,25.8,14.3,65.9,5.5,SE,1016.0,28.1,7.2,Low,No,WS_9852,Local Station
Williamnagar Village,Meghalaya,2023-01-27,Winter,1,5.0,35.6,47.8,15.3,21.7,12.8,61.6,23.5,N,1017.7,21.9,5.7,Low,No,WS_3883,IMD
Mokokchung Rural,Nagaland,2023-01-27,Winter,1,3.7,22.2,58.0,18.5,24.0,13.9,62.2,22.4,NW,1012.8,16.7,7.7,Low,No,WS_7579,IMD
Baghmara Rural,Meghalaya,2023-01-27,Winter,1,3.9,24.5,67.7,15.2,19.7,9.8,54.7,16.5,NW,1017.4,25.7,7.6,Low,Mild,WS_2159,IMD
Kiphire Village,Nagaland,2023-01-27,Winter,1,13.2,88.5,59.6,19.6,27.1,16.4,71.4,22.3,N,1005.1,26.9,3.7,Medium,No,WS_6850,IMD
Mangan Village,Sikkim,2023-01-28,Winter,1,0.2,1.3,27.5,13.7,19.8,7.8,59.7,5.9,NW,1010.1,26.0,9.6,Low,No,WS_4122,Local Station
Senapati Rural,Manipur,2023-01-28,Winter,1,2.2,13.9,74.5,23.9,26.3,19.0,57.6,7.2,NW,1014.9,19.9,4.7,Low,No,WS_9891,Local Station
Dimapur Village,Nagaland,2023-01-28,Winter,1,8.7,60.9,36.5,14.3,19.1,11.2,58.5,12.6,N,1017.6,29.7,11.3,Low,Mild,WS_9325,Local Station
Kolasib Rural,Mizoram,2023-01-28,Winter,1,0.4,2.9,13.1,16.8,20.7,11.3,72.3,18.2,E,1011.4,27.3,10.4,Low,Mild,WS_1088,Local Station
Thoubal Village,Manipur,2023-01-28,Winter,1,6.7,41.4,38.1,22.8,26.8,18.4,71.8,17.8,SE,1008.8,24.7,6.3,Medium,Mild,WS_9769,IMD
Champhai Rural,Mizoram,2023-01-28,Winter,1,5.8,40.7,67.7,24.1,27.3,21.4,60.6,8.7,E,1007.4,16.2,5.5,Medium,Moderate,WS_9878,Local Station
Guwahati Rural,Assam,2023-01-28,Winter,1,2.0,13.0,70.2,13.4,20.6,7.8,50.0,5.1,SW,1014.5,26.8,9.7,Low,No,WS_3447,Satellite
Aizawl Rural,Mizoram,2023-01-29,Winter,1,2.3,14.3,22.8,17.6,23.0,14.0,68.0,5.2,NW,1003.9,16.2,3.7,Low,No,WS_3541,Local Station
Gangtok Rural,Sikkim,2023-01-29,Winter,1,1.7,10.3,58.9,15.8,22.6,11.6,60.3,10.5,NE,1009.9,15.5,3.9,Medium,No,WS_5525,IMD
Kailashahar Village,Tripura,2023-01-29,Winter,1,1.3,10.4,18.3,17.6,25.5,11.9,52.3,2.9,NE,1019.3,23.4,11.8,Medium,No,WS_9973,Local Station
Phek Rural,Nagaland,2023-01-29,Winter,1,2.7,19.0,63.9,22.6,26.8,19.3,66.2,2.4,SW,1009.3,21.5,10.9,Low,Moderate,WS_8082,Local Station
Gyalshing Rural,Sikkim,2023-01-29,Winter,1,0.5,3.3,73.2,12.4,18.7,10.2,57.6,8.8,NW,1014.9,18.1,2.7,Low,No,WS_1856,IMD
Jorethang Rural,Sikkim,2023-01-29,Winter,1,8.2,52.9,35.3,22.9,28.1,17.5,52.7,7.3,W,1017.1,23.5,8.2,Low,No,WS_9587,IMD
Tura Village,Meghalaya,2023-01-29,Winter,1,5.7,41.3,35.8,18.8,22.7,14.0,52.7,19.9,N,1015.6,20.7,4.6,Medium,No,WS_3633,IMD
Rangpo Rural,Sikkim,2023-01-30,Winter,1,1.2,9.6,38.7,14.3,19.0,9.8,66.9,14.9,NE,1008.1,25.0,2.8,Medium,Mild,WS_4845,IMD
Jorethang Rural,Sikkim,2023-01-30,Winter,1,1.1,7.4,45.3,20.8,26.1,18.7,59.2,17.7,W,1006.7,23.6,8.6,High,No,WS_9836,IMD
Jowai Rural,Meghalaya,2023-01-30,Winter,1,2.0,15.6,71.5,21.4,26.8,17.7,71.9,17.9,N,1013.4,22.9,7.5,Medium,No,WS_8066,Satellite
Dimapur Village,Nagaland,2023-01-30,Winter,1,0.5,4.1,43.4,17.8,23.2,15.7,63.7,2.7,NW,1004.1,27.0,5.6,Medium,No,WS_9819,Satellite
Udaipur Village,Tripura,2023-01-30,Winter,1,5.8,39.4,10.7,12.0,19.6,7.9,54.5,19.5,SW,1016.7,18.4,2.8,Low,No,WS_8019,Satellite
Lunglei Village,Mizoram,2023-01-30,Winter,1,12.7,78.9,33.3,22.2,26.4,17.4,67.6,20.0,N,1006.0,23.7,3.9,Medium,No,WS_2908,Satellite
Dharmanagar Rural,Tripura,2023-01-30,Winter,1,4.9,28.4,42.0,21.1,27.0,17.1,67.8,11.1,W,1008.4,23.7,8.8,Low,No,WS_9596,IMD
Belonia Rural,Tripura,2023-01-31,Winter,1,3.6,26.9,63.4,18.5,22.8,14.0,55.2,19.9,N,1014.4,15.5,9.3,Medium,No,WS_9568,IMD
Namchi Village,Sikkim,2023-01-31,Winter,1,2.3,19.0,35.9,15.4,17.4,9.6,73.9,4.0,W,1005.5,20.2,10.2,Low,Mild,WS_7718,Satellite
Agartala Rural,Tripura,2023-01-31,Winter,1,0.7,5.3,44.2,19.0,21.5,14.6,50.6,12.9,SE,1005.4,20.1,6.8,Medium,No,WS_4461,IMD
Naharlagun Village,Arunachal Pradesh,2023-01-31,Winter,1,5.8,39.5,21.5,12.1,19.1,8.6,65.1,14.2,N,1014.3,22.6,2.2,Low,No,WS_1459,Local Station
Kailashahar Village,Tripura,2023-01-31,Winter,1,0.1,0.7,41.6,20.5,24.9,16.7,59.3,8.1,SE,1001.9,22.1,6.2,Medium,No,WS_7134,IMD
Guwahati Rural,Assam,2023-01-31,Winter,1,8.2,68.5,69.3,13.8,18.3,8.0,71.9,5.3,S,1009.3,16.5,11.3,Medium,Mild,WS_5305,Local Station
Champhai Rural,Mizoram,2023-01-31,Winter,1,0.9,5.2,26.0,20.1,26.8,15.4,62.7,10.3,NE,1008.8,22.5,6.2,Low,No,WS_6050,Local Station
Tezpur Village,Arunachal Pradesh,2023-02-01,Winter,2,4.1,32.1,46.0,23.3,28.1,19.8,64.6,4.1,NW,1007.0,25.7,6.1,Low,No,WS_3199,Local Station
Kolasib Rural,Mizoram,2023-02-01,Winter,2,7.5,50.7,24.8,17.9,20.7,13.9,57.7,7.6,SE,1013.2,16.7,2.3,High,No,WS_2995,IMD
Gyalshing Rural,Sikkim,2023-02-01,Winter,2,5.8,35.6,14.4,22.6,25.4,18.4,63.2,22.6,SE,1013.7,15.5,9.9,Low,No,WS_1435,Local Station
Gyalshing Rural,Sikkim,2023-02-01,Winter,2,1.5,10.7,39.3,18.5,21.2,13.6,63.6,9.3,NE,1007.3,22.7,10.8,Low,Mild,WS_4471,IMD
Jorethang Rural,Sikkim,2023-02-01,Winter,2,0.4,2.5,34.2,13.9,19.3,11.4,65.0,3.9,SE,1010.0,20.9,10.2,High,No,WS_3456,IMD
Churachandpur Village,Manipur,2023-02-01,Winter,2,0.1,0.7,46.2,24.7,28.1,19.3,56.1,19.9,N,1007.3,15.5,3.6,Medium,No,WS_7635,IMD
Nongpoh Village,Meghalaya,2023-02-01,Winter,2,9.3,59.0,67.1,18.7,25.7,13.7,68.5,5.2,E,1004.2,18.0,3.3,Low,No,WS_5433,Satellite
Nagaon Rural,Assam,2023-02-02,Winter,2,1.1,7.7,49.8,24.9,27.8,21.5,67.3,19.0,S,1016.9,17.1,5.7,Low,Mild,WS_5926,IMD
Khliehriat Village,Meghalaya,2023-02-02,Winter,2,0.2,1.1,60.9,18.8,25.9,13.0,65.7,11.3,SE,1011.7,22.3,6.0,High,Moderate,WS_6178,IMD
Champhai Rural,Mizoram,2023-02-02,Winter,2,0.3,2.2,15.9,12.6,16.6,8.8,73.5,6.2,S,1011.9,23.1,4.9,Medium,No,WS_3186,IMD
Nagaon Rural,Assam,2023-02-02,Winter,2,3.3,20.2,43.7,19.1,24.8,16.1,74.7,10.8,NE,1008.2,16.0,8.6,Medium,No,WS_6603,Local Station
Phek Rural,Nagaland,2023-02-02,Winter,2,8.2,56.2,13.2,14.6,20.5,9.7,58.8,23.6,E,1015.2,24.0,6.4,Medium,No,WS_4692,Local Station
Lawngtlai Village,Mizoram,2023-02-02,Winter,2,2.5,14.0,51.8,24.0,30.0,18.3,71.9,19.7,SE,1009.2,24.2,7.1,Low,No,WS_5299,Satellite
Gyalshing Rural,Sikkim,2023-02-02,Winter,2,4.0,23.9,19.0,19.0,25.5,14.5,64.4,21.1,N,1013.4,27.7,7.8,Low,No,WS_9231,Local Station
Tuensang Village,Nagaland,2023-02-03,Winter,2,1.4,9.6,26.0,22.8,28.1,17.3,66.3,16.7,W,1004.0,23.3,11.9,Low,No,WS_1512,Local Station
Kiphire Village,Nagaland,2023-02-03,Winter,2,0.8,6.7,44.2,19.1,21.7,17.1,65.9,20.5,N,1009.4,18.9,8.1,Low,No,WS_7148,IMD
Rangpo Rural,Sikkim,2023-02-03,Winter,2,8.0,55.4,18.6,14.9,17.5,12.8,52.4,21.5,SE,1008.0,27.5,8.4,Low,No,WS_1127,Satellite
Amarpur Village,Tripura,2023-02-03,Winter,2,0.2,1.3,24.8,15.1,18.7,10.0,66.0,5.0,E,1007.8,20.7,6.6,High,Mild,WS_8694,IMD
Dimapur Village,Nagaland,2023-02-03,Winter,2,0.7,5.6,58.8,14.6,21.1,12.4,70.2,22.1,SE,1017.0,23.1,5.4,Low,No,WS_7426,IMD
Lunglei Village,Mizoram,2023-02-03,Winter,2,0.0,0.0,52.8,15.3,22.0,12.7,50.3,3.6,NW,1007.6,22.0,9.6,Medium,Mild,WS_3882,Satellite
Phek Rural,Nagaland,2023-02-03,Winter,2,7.4,56.5,24.9,13.8,19.3,8.2,72.2,8.6,NE,1007.5,20.9,4.1,Low,No,WS_4560,IMD
Singtam Village,Sikkim,2023-02-04,Winter,2,12.9,80.5,38.7,15.7,18.6,10.1,64.4,14.6,W,1010.2,29.2,7.0,Medium,No,WS_5997,Satellite
Saitual Rural,Mizoram,2023-02-04,Winter,2,0.1,0.6,52.2,17.3,22.6,13.6,64.0,15.9,SW,1015.6,27.0,9.4,Low,No,WS_9278,IMD
Jowai Rural,Meghalaya,2023-02-04,Winter,2,8.1,48.2,38.1,17.5,20.0,14.5,61.5,8.7,N,1008.7,20.4,2.2,Medium,No,WS_1048,Satellite
Singtam Village,Sikkim,2023-02-04,Winter,2,0.2,1.1,17.1,16.0,19.5,12.3,73.5,9.1,S,1013.1,19.8,11.4,High,Mild,WS_3700,Satellite
Williamnagar Village,Meghalaya,2023-02-04,Winter,2,1.1,6.9,18.6,24.3,28.0,20.1,59.1,16.7,NE,1012.1,18.6,7.7,Low,No,WS_4146,Local Station
Pasighat Rural,Arunachal Pradesh,2023-02-04,Winter,2,0.6,4.2,50.6,24.5,29.0,19.4,57.3,11.6,SW,1002.6,24.6,4.5,Medium,No,WS_4714,IMD
Pakyong Village,Sikkim,2023-02-04,Winter,2,1.1,8.1,53.3,16.2,21.0,10.9,68.3,22.8,S,1001.4,15.3,8.8,Medium,Moderate,WS_4014,IMD
Tezpur Village,Arunachal Pradesh,2023-02-05,Winter,2,1.1,9.0,68.5,15.1,17.2,11.3,52.7,3.8,SE,1011.2,19.6,3.9,Low,No,WS_3824,IMD
Dibrugarh Rural,Assam,2023-02-05,Winter,2,0.5,3.6,33.7,19.5,21.6,15.4,57.1,3.9,SE,1005.0,27.4,5.4,High,Moderate,WS_3483,IMD
Tuensang Village,Nagaland,2023-02-05,Winter,2,6.1,50.2,57.8,12.4,16.6,9.5,57.6,9.5,SE,1017.0,27.1,10.3,Medium,Mild,WS_5901,Local Station
Itanagar Rural,Arunachal Pradesh,2023-02-05,Winter,2,0.6,4.2,73.8,14.0,17.8,11.8,66.5,5.3,NE,1011.4,17.7,7.1,Low,No,WS_1489,IMD
Belonia Rural,Tripura,2023-02-05,Winter,2,1.4,9.4,59.4,22.3,28.6,17.8,58.4,18.7,NE,1004.6,27.0,7.4,Low,No,WS_3281,Local Station
Teliamura Rural,Tripura,2023-02-05,Winter,2,2.6,14.7,11.5,19.5,23.6,14.1,73.1,23.3,SW,1017.2,24.3,7.1,Low,No,WS_1758,IMD
Roing Village,Arunachal Pradesh,2023-02-05,Winter,2,3.7,21.3,32.5,14.6,18.4,8.7,71.9,5.1,SE,1011.7,24.2,10.6,Medium,Mild,WS_1212,IMD
Tawang Rural,Arunachal Pradesh,2023-02-06,Winter,2,9.6,64.5,73.3,15.7,18.7,10.7,74.6,8.2,NW,1003.3,18.2,8.5,Low,Moderate,WS_9428,Local Station
Kohima Rural,Nagaland,2023-02-06,Winter,2,2.4,15.9,76.9,17.4,19.5,12.6,62.3,3.4,SW,1009.8,19.2,9.6,Low,No,WS_3959,Local Station
Kiphire Village,Nagaland,2023-02-06,Winter,2,0.5,4.0,11.7,20.4,22.5,15.0,53.0,11.7,W,1006.2,26.7,9.9,Low,No,WS_8013,Satellite
Lawngtlai Village,Mizoram,2023-02-06,Winter,2,6.7,56.0,59.9,15.1,18.6,10.0,53.6,14.7,W,1018.0,27.5,7.9,High,Mild,WS_5648,Local Station
Dibrugarh Rural,Assam,2023-02-06,Winter,2,1.3,7.9,18.3,22.5,27.6,17.8,69.7,2.4,W,1010.4,17.3,9.7,Medium,Mild,WS_9425,Local Station
Rangpo Rural,Sikkim,2023-02-06,Winter,2,0.8,6.2,33.4,18.2,21.3,14.2,52.3,2.5,W,1006.2,27.3,10.7,Low,Mild,WS_9743,IMD
Champhai Rural,Mizoram,2023-02-06,Winter,2,0.5,2.8,32.3,24.1,31.8,19.2,65.7,15.4,NW,1008.4,21.8,6.5,Low,No,WS_2060,Local Station
Lunglei Village,Mizoram,2023-02-07,Winter,2,11.2,82.9,40.2,23.0,30.2,17.5,74.9,9.1,NW,1008.2,21.5,5.8,Medium,No,WS_9269,IMD
Dharmanagar Rural,Tripura,2023-02-07,Winter,2,0.1,0.6,54.4,16.6,23.8,13.0,65.8,3.1,S,1018.7,29.5,11.3,Medium,No,WS_4359,Satellite
Guwahati Rural,Assam,2023-02-07,Winter,2,1.3,8.8,35.0,19.7,23.4,16.7,61.0,5.0,SW,1009.6,20.4,4.0,Low,No,WS_2752,IMD
Naharlagun Village,Arunachal Pradesh,2023-02-07,Winter,2,2.3,16.8,62.5,18.3,20.9,12.4,72.8,22.6,W,1008.9,29.3,8.6,Low,No,WS_3847,IMD
Khowai Village,Tripura,2023-02-07,Winter,2,0.1,0.7,26.6,12.5,17.7,6.5,53.7,2.7,NE,1003.3,21.7,11.8,Low,No,WS_3657,Local Station
Shillong Rural,Meghalaya,2023-02-07,Winter,2,5.9,46.4,72.0,12.8,19.2,10.2,63.3,8.7,NE,1018.6,15.7,2.2,Low,No,WS_2013,Local Station
Lawngtlai Village,Mizoram,2023-02-07,Winter,2,1.2,7.0,65.4,20.2,22.8,15.0,52.4,15.9,SW,1003.7,21.7,5.9,Medium,Mild,WS_6692,Satellite
Champhai Rural,Mizoram,2023-02-08,Winter,2,0.1,0.6,59.1,14.5,20.9,9.9,63.3,16.3,E,1003.4,25.3,2.4,Low,No,WS_4297,IMD
Tezpur Village,Arunachal Pradesh,2023-02-08,Winter,2,0.2,1.6,49.2,19.2,21.3,14.3,52.3,3.7,SE,1000.9,28.2,9.6,Low,Mild,WS_2579,IMD
Mokokchung Rural,Nagaland,2023-02-08,Winter,2,1.3,7.7,14.3,18.6,26.5,14.3,67.3,3.2,S,1017.4,20.3,5.1,Medium,No,WS_3642,IMD
Khowai Village,Tripura,2023-02-08,Winter,2,1.8,12.4,51.2,18.5,24.7,15.5,53.7,19.9,SW,1001.5,18.6,3.7,Low,No,WS_1838,Satellite
Tezpur Village,Arunachal Pradesh,2023-02-08,Winter,2,2.2,15.3,43.1,15.6,23.6,11.3,73.8,18.3,NW,1009.5,23.0,11.6,Low,Mild,WS_9441,Local Station
Aizawl Rural,Mizoram,2023-02-08,Winter,2,9.3,62.7,35.0,13.5,21.1,9.2,62.8,8.9,S,1015.4,18.1,9.4,Low,Mild,WS_2592,IMD
Guwahati Rural,Assam,2023-02-08,Winter,2,0.1,0.7,66.9,23.5,29.0,18.3,66.3,17.7,S,1000.5,18.2,9.5,Low,No,WS_2896,IMD
Resubelpara Rural,Meghalaya,2023-02-09,Winter,2,0.8,6.1,26.2,16.9,22.6,11.8,67.3,9.8,SE,1001.1,23.4,9.7,Low,No,WS_9175,Local Station
Gangtok Rural,Sikkim,2023-02-09,Winter,2,0.1,0.6,71.9,22.8,25.9,20.1,58.7,24.4,W,1010.4,20.7,7.8,Low,No,WS_4475,IMD
Senapati Rural,Manipur,2023-02-09,Winter,2,0.0,0.0,79.7,21.6,26.9,17.3,62.6,4.9,SW,1009.1,24.6,11.2,Low,No,WS_1513,IMD
Kohima Rural,Nagaland,2023-02-09,Winter,2,3.4,25.9,48.8,16.3,21.0,11.4,60.4,14.1,SW,1012.1,20.6,10.3,Medium,No,WS_1699,IMD
Serchhip Village,Mizoram,2023-02-09,Winter,2,2.3,16.5,16.7,14.3,18.4,11.4,72.9,12.1,S,1018.3,22.3,11.0,Low,Severe,WS_5885,IMD
Dibrugarh Rural,Assam,2023-02-09,Winter,2,1.8,13.7,46.3,16.0,23.1,11.2,65.4,20.8,NE,1012.3,18.3,3.9,Low,No,WS_1619,IMD
Resubelpara Rural,Meghalaya,2023-02-09,Winter,2,3.9,22.8,67.1,18.7,26.4,14.8,66.7,10.5,N,1016.5,16.8,3.9,Low,No,WS_1587,IMD
Pasighat Rural,Arunachal Pradesh,2023-02-10,Winter,2,1.2,9.5,23.5,18.1,24.9,13.9,74.7,17.1,S,1003.3,29.0,7.4,Medium,No,WS_7663,IMD
Dimapur Village,Nagaland,2023-02-10,Winter,2,2.1,17.4,63.6,13.6,20.7,8.2,63.6,18.3,W,1004.0,16.5,3.5,Low,No,WS_5605,Satellite
Tura Village,Meghalaya,2023-02-10,Winter,2,1.1,7.7,50.7,16.8,19.6,14.2,50.8,13.4,SE,1009.9,15.6,6.9,Low,No,WS_2261,Satellite
Itanagar Rural,Arunachal Pradesh,2023-02-10,Winter,2,0.4,2.4,49.6,15.6,21.8,12.8,58.6,20.1,W,1003.4,23.1,7.8,Low,No,WS_8425,Local Station
Tezpur Rural,Assam,2023-02-10,Winter,2,0.6,4.7,63.0,23.6,26.5,20.0,52.5,8.4,E,1002.3,16.1,2.2,Medium,Moderate,WS_2656,Satellite
Resubelpara Rural,Meghalaya,2023-02-10,Winter,2,0.7,4.5,74.1,12.8,17.8,10.7,61.2,13.6,S,1018.0,23.6,11.5,High,No,WS_4402,IMD
Kolasib Rural,Mizoram,2023-02-10,Winter,2,0.9,5.4,66.9,22.8,27.6,20.5,53.5,13.6,S,1014.3,25.4,11.7,Medium,Mild,WS_1762,IMD
Teliamura Rural,Tripura,2023-02-11,Winter,2,4.9,29.4,56.2,14.0,17.5,9.5,70.0,24.1,N,1019.4,22.8,4.4,Low,No,WS_4559,Local Station
Dibrugarh Rural,Assam,2023-02-11,Winter,2,7.2,45.2,26.9,24.9,29.3,22.7,53.1,9.4,N,1018.1,22.1,11.3,Low,No,WS_6447,Local Station
Kiphire Village,Nagaland,2023-02-11,Winter,2,3.2,25.7,10.9,13.7,16.1,8.6,56.1,2.4,NE,1004.3,22.9,3.3,Medium,No,WS_1519,Satellite
Lunglei Village,Mizoram,2023-02-11,Winter,2,0.9,7.4,56.0,16.1,24.0,13.9,65.7,2.3,E,1004.9,18.5,3.1,Low,No,WS_2712,IMD
Kiphire Village,Nagaland,2023-02-11,Winter,2,0.4,2.8,16.2,24.3,32.0,18.5,68.3,24.5,N,1008.9,18.5,11.4,Low,No,WS_7492,Local Station
Bomdila Rural,Arunachal Pradesh,2023-02-11,Winter,2,1.4,9.5,24.3,14.9,20.5,12.5,59.1,16.5,S,1000.8,20.9,9.5,Medium,No,WS_5864,IMD
Naharlagun Village,Arunachal Pradesh,2023-02-11,Winter,2,13.6,78.8,46.4,23.0,25.4,20.8,54.3,11.8,NE,1019.5,22.6,8.3,Low,No,WS_5275,IMD
Saitual Rural,Mizoram,2023-02-12,Winter,2,5.9,40.6,34.2,18.1,24.9,12.4,65.7,16.2,N,1012.8,17.3,9.9,Medium,Mild,WS_2637,IMD
Kiphire Village,Nagaland,2023-02-12,Winter,2,2.8,15.7,12.2,15.9,20.0,12.4,60.2,9.9,E,1000.4,19.3,2.8,High,No,WS_6403,IMD
Tuensang Village,Nagaland,2023-02-12,Winter,2,1.5,11.4,43.9,21.9,29.2,18.7,50.5,9.6,W,1006.8,16.4,2.1,Low,No,WS_5569,IMD
Itanagar Rural,Arunachal Pradesh,2023-02-12,Winter,2,2.1,16.5,60.5,18.9,23.4,13.1,62.9,18.3,NW,1011.0,29.8,9.0,Low,No,WS_8181,IMD
Rangpo Rural,Sikkim,2023-02-12,Winter,2,1.2,8.1,64.9,18.6,20.7,15.8,74.2,10.4,W,1005.3,30.0,5.2,Low,Mild,WS_4731,Satellite
