village,state,date,outbreak,outbreak_type,risk_level,risk_score,total_diarrhea_cases,total_fever_cases,total_vomiting_cases,total_affected_population,water_contaminated,flooding_occurred,high_rainfall_event,outbreak_duration_days,cases_hospitalized,cases_recovered,intervention_needed,alert_level,reported_by,verification_status
Williamnagar Village,Meghalaya,2023-01-28,0,None,Medium,15.0,3,2,5,13,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Ukhrul Village,Manipur,2023-01-29,0,None,Low,6.7,2,1,1,6,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-01-29,0,None,Low,6.5,1,3,0,9,0,0,0,0,0,0,0,Red,District Health Office,Pending
Teliamura Rural,Tripura,2023-01-29,0,None,Medium,25.8,4,2,4,12,0,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Bishnupur Rural,Manipur,2023-01-29,0,None,Medium,22.2,4,2,1,17,0,0,1,0,0,0,0,Red,ASHA Worker,Verified
Tezpur Village,Arunachal Pradesh,2023-01-29,0,None,Low,8.7,3,1,1,9,0,0,0,0,0,0,0,Green,Clinic,Verified
Lawngtlai Village,Mizoram,2023-01-29,0,None,Medium,15.0,6,2,0,18,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Udaipur Village,Tripura,2023-01-29,0,None,Low,7.9,2,1,2,7,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Lunglei Village,Mizoram,2023-01-30,0,None,Medium,20.7,4,1,1,12,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Ziro Village,Arunachal Pradesh,2023-01-30,0,None,Medium,26.1,3,1,3,15,1,0,0,0,0,0,1,Green,Clinic,Verified
Agartala Rural,Tripura,2023-01-30,0,None,Medium,28.4,5,4,2,20,0,0,1,0,0,0,1,Green,Community Leader,Verified
Jorethang Rural,Sikkim,2023-01-30,0,None,Low,11.4,3,2,2,12,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Ziro Village,Arunachal Pradesh,2023-01-30,0,None,Medium,15.2,4,4,1,21,0,0,0,0,0,0,0,Green,Community Leader,Verified
Barpeta Village,Assam,2023-01-30,0,None,Low,7.4,1,2,2,9,0,0,0,0,0,0,0,Red,Community Leader,Verified
Jorethang Rural,Sikkim,2023-01-30,0,None,Medium,28.4,4,2,2,12,1,0,0,0,0,0,1,Yellow,ASHA Worker,Pending
Tuensang Village,Nagaland,2023-01-31,0,None,Medium,21.6,3,8,3,32,0,0,0,0,0,0,0,Yellow,Clinic,Pending
Silchar Village,Assam,2023-01-31,0,None,Low,5.4,0,2,2,7,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Dimapur Village,Nagaland,2023-01-31,0,None,Medium,25.9,1,1,2,7,0,1,0,0,0,0,1,Orange,ASHA Worker,Verified
Tura Village,Meghalaya,2023-01-31,0,None,Medium,25.7,4,1,1,13,1,0,0,0,0,0,1,Green,Clinic,Pending
Pakyong Village,Sikkim,2023-01-31,0,None,Medium,23.5,8,5,0,28,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Imphal Rural,Manipur,2023-01-31,0,None,Medium,20.1,6,3,3,20,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Lawngtlai Village,Mizoram,2023-01-31,0,None,Low,11.4,3,2,2,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Kolasib Rural,Mizoram,2023-02-01,0,None,Low,9.0,3,2,0,9,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Jorhat Village,Assam,2023-02-01,0,None,Low,11.7,3,3,1,14,0,0,0,0,0,0,0,Red,Clinic,Under Investigation
Kailashahar Village,Tripura,2023-02-01,0,None,Low,13.5,3,1,5,18,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Bomdila Rural,Arunachal Pradesh,2023-02-01,0,None,Medium,19.7,1,1,1,5,1,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Williamnagar Village,Meghalaya,2023-02-01,0,None,Medium,16.6,5,2,3,16,0,0,0,0,0,0,0,Green,District Health Office,Pending
Kiphire Village,Nagaland,2023-02-01,0,None,Low,8.7,3,1,1,9,0,0,0,0,0,0,0,Green,Clinic,Verified
Williamnagar Village,Meghalaya,2023-02-01,0,None,Low,7.4,1,2,2,6,0,0,0,0,0,0,0,Orange,Clinic,Pending
Kailashahar Village,Tripura,2023-02-02,0,None,Low,13.3,2,3,4,20,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Nongpoh Village,Meghalaya,2023-02-02,0,None,High,44.4,4,6,2,14,1,0,1,0,0,0,1,Red,ASHA Worker,Under Investigation
Ukhrul Village,Manipur,2023-02-02,0,None,Low,11.9,4,1,2,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-02-02,0,None,Medium,27.0,4,2,5,22,0,0,1,0,0,0,1,Red,ASHA Worker,Under Investigation
Namchi Village,Sikkim,2023-02-02,0,None,Medium,19.5,3,5,5,25,0,0,0,0,0,0,0,Orange,District Health Office,Pending
Saitual Rural,Mizoram,2023-02-02,0,None,Low,1.5,0,1,0,1,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Singtam Village,Sikkim,2023-02-02,0,None,Low,11.7,3,3,1,16,0,0,0,0,0,0,0,Green,District Health Office,Verified
Guwahati Rural,Assam,2023-02-03,0,None,Low,10.2,3,2,1,12,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Mokokchung Rural,Nagaland,2023-02-03,0,None,Low,11.2,2,4,1,16,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Baghmara Rural,Meghalaya,2023-02-03,0,None,Medium,22.9,3,3,2,12,0,0,1,0,0,0,0,Green,ASHA Worker,Pending
Shillong Rural,Meghalaya,2023-02-03,0,None,Medium,28.0,5,2,0,10,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-02-03,0,None,Medium,22.9,2,1,2,9,1,0,0,0,0,0,0,Orange,Clinic,Verified
Rangpo Rural,Sikkim,2023-02-03,0,None,Low,14.2,0,2,1,5,0,0,1,0,0,0,0,Orange,ASHA Worker,Pending
Khliehriat Village,Meghalaya,2023-02-03,0,None,Medium,17.2,5,4,1,23,0,0,0,0,0,0,0,Green,Clinic,Verified
Tezpur Rural,Assam,2023-02-04,0,None,Low,10.2,3,2,1,7,0,0,0,0,0,0,0,Green,Clinic,Verified
Gangtok Rural,Sikkim,2023-02-04,0,None,Low,12.7,2,5,1,10,0,0,0,0,0,0,0,Red,District Health Office,Verified
Zunheboto Village,Nagaland,2023-02-04,0,None,Low,14.7,6,1,1,18,0,0,0,0,0,0,0,Green,Clinic,Verified
Churachandpur Village,Manipur,2023-02-04,0,None,Low,4.7,1,1,1,4,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Teliamura Rural,Tripura,2023-02-04,0,None,Low,11.2,2,4,1,14,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Bishnupur Rural,Manipur,2023-02-04,0,None,Low,3.6,0,0,3,4,0,0,0,0,0,0,0,Green,Clinic,Verified
Teliamura Rural,Tripura,2023-02-04,0,None,Medium,17.9,2,1,2,9,0,0,1,0,0,0,0,Green,Clinic,Under Investigation
Itanagar Rural,Arunachal Pradesh,2023-02-05,0,None,Medium,18.6,1,2,3,12,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-02-05,0,None,Medium,16.0,5,4,0,16,0,0,0,0,0,0,0,Green,Clinic,Verified
Pakyong Village,Sikkim,2023-02-05,0,None,Low,6.2,1,2,1,5,0,0,0,0,0,0,0,Yellow,Clinic,Pending
Wokha Rural,Nagaland,2023-02-05,0,None,Low,14.9,4,3,2,13,0,0,0,0,0,0,0,Green,District Health Office,Verified
Bishnupur Rural,Manipur,2023-02-05,0,None,Low,12.1,2,3,3,10,0,0,0,0,0,0,0,Red,District Health Office,Under Investigation
Singtam Village,Sikkim,2023-02-05,0,None,Medium,16.5,6,3,0,13,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Belonia Rural,Tripura,2023-02-05,0,None,Medium,22.8,4,0,4,14,0,0,1,0,0,0,0,Green,District Health Office,Under Investigation
Teliamura Rural,Tripura,2023-02-06,0,None,Low,13.4,4,2,2,17,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Khowai Village,Tripura,2023-02-06,0,None,Medium,18.4,5,4,2,25,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Mokokchung Rural,Nagaland,2023-02-06,0,None,Low,6.9,0,3,2,11,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Senapati Rural,Manipur,2023-02-06,0,None,High,34.7,4,7,1,27,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Tura Village,Meghalaya,2023-02-06,0,None,Medium,27.4,3,6,2,19,0,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Ziro Village,Arunachal Pradesh,2023-02-06,0,None,Medium,23.2,2,2,1,7,1,0,0,0,0,0,0,Green,Clinic,Pending
Tezpur Rural,Assam,2023-02-06,1,Water-borne,Critical,66.4,5,6,2,21,1,1,1,2,1,4,1,Red,Clinic,Verified
Guwahati Rural,Assam,2023-02-07,0,None,Medium,24.5,2,3,5,16,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Tezpur Rural,Assam,2023-02-07,0,None,Medium,24.4,3,4,2,18,0,0,1,0,0,0,0,Red,ASHA Worker,Verified
Zunheboto Village,Nagaland,2023-02-07,0,None,Low,9.6,0,4,3,16,0,0,0,0,0,0,0,Orange,District Health Office,Pending
Serchhip Village,Mizoram,2023-02-07,0,None,Medium,16.8,3,4,4,21,0,0,0,0,0,0,0,Green,Clinic,Pending
Nongpoh Village,Meghalaya,2023-02-07,0,None,Low,13.2,6,0,1,17,0,0,0,0,0,0,0,Green,District Health Office,Pending
Thoubal Village,Manipur,2023-02-07,0,None,Low,7.5,3,1,0,7,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Khowai Village,Tripura,2023-02-07,1,Water-borne,High,32.0,7,2,0,12,1,0,0,11,2,5,1,Red,Clinic,Verified
Nongpoh Village,Meghalaya,2023-02-08,0,None,Low,5.5,2,1,0,3,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Barpeta Village,Assam,2023-02-08,0,None,Low,14.7,3,5,1,12,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Amarpur Village,Tripura,2023-02-08,1,Water-borne,High,33.3,6,1,4,14,1,0,0,10,0,5,1,Orange,Clinic,Under Investigation
Silchar Village,Assam,2023-02-08,0,None,Low,12.0,1,0,0,1,0,0,1,0,0,0,0,Orange,Clinic,Under Investigation
Pasighat Rural,Arunachal Pradesh,2023-02-08,0,None,Low,10.7,4,1,1,10,0,0,0,0,0,0,0,Orange,Clinic,Under Investigation
Baghmara Rural,Meghalaya,2023-02-08,0,None,Medium,16.9,5,3,2,15,0,0,0,0,0,0,0,Green,Community Leader,Verified
Wokha Rural,Nagaland,2023-02-08,0,None,Medium,15.5,4,1,5,13,0,0,0,0,0,0,0,Yellow,Community Leader,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-02-09,0,None,High,30.1,2,5,3,15,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-02-09,0,None,Low,8.7,3,1,1,11,0,0,0,0,0,0,0,Yellow,ASHA Worker,Pending
Mangan Village,Sikkim,2023-02-09,0,None,Medium,23.5,2,3,0,6,1,0,0,0,0,0,0,Green,Clinic,Under Investigation
Roing Village,Arunachal Pradesh,2023-02-09,0,None,High,37.1,2,3,3,12,1,0,1,0,0,0,1,Green,ASHA Worker,Verified
Jorethang Rural,Sikkim,2023-02-09,0,None,High,47.7,0,1,1,3,1,1,1,0,0,0,1,Orange,ASHA Worker,Under Investigation
Pasighat Rural,Arunachal Pradesh,2023-02-09,0,None,Medium,23.7,4,3,1,17,0,0,1,0,0,0,0,Green,ASHA Worker,Pending
Tezpur Rural,Assam,2023-02-09,0,None,High,32.7,1,3,1,10,1,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Dharmanagar Rural,Tripura,2023-02-10,0,None,Low,6.5,1,3,0,8,0,0,0,0,0,0,0,Green,Community Leader,Under Investigation
Belonia Rural,Tripura,2023-02-10,0,None,Medium,15.6,3,4,3,16,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Lunglei Village,Mizoram,2023-02-10,0,None,Medium,26.5,5,1,0,7,1,0,0,0,0,0,1,Red,Community Leader,Pending
Champhai Rural,Mizoram,2023-02-10,0,None,Medium,17.3,4,3,4,20,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-02-10,0,None,Low,14.4,3,4,2,13,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Lunglei Village,Mizoram,2023-02-10,0,None,Low,13.9,5,1,2,11,0,0,0,0,0,0,0,Green,Clinic,Verified
Churachandpur Village,Manipur,2023-02-10,0,None,Low,14.7,6,1,1,18,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Imphal Rural,Manipur,2023-02-11,0,None,Medium,19.2,0,2,1,5,1,0,0,0,0,0,0,Green,Community Leader,Verified
Dimapur Village,Nagaland,2023-02-11,0,None,Medium,17.7,3,7,1,25,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Nagaon Rural,Assam,2023-02-11,0,None,Medium,21.7,8,3,1,25,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Jorhat Village,Assam,2023-02-11,0,None,Medium,25.3,2,1,4,13,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Saitual Rural,Mizoram,2023-02-11,0,None,Low,11.2,2,4,1,13,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Kiphire Village,Nagaland,2023-02-11,0,None,Medium,23.3,2,3,4,17,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-02-11,0,None,Low,9.4,2,2,2,14,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Singtam Village,Sikkim,2023-02-12,0,None,Low,14.8,2,4,4,12,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Tezpur Rural,Assam,2023-02-12,0,None,Low,4.4,1,0,2,5,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Rangpo Rural,Sikkim,2023-02-12,0,None,Medium,15.0,6,2,0,13,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-02-12,0,None,Medium,29.0,4,0,5,16,1,0,0,0,0,0,1,Green,District Health Office,Verified
Bishnupur Rural,Manipur,2023-02-12,0,None,Low,3.5,1,1,0,2,0,0,0,0,0,0,0,Green,Clinic,Verified
Amarpur Village,Tripura,2023-02-12,0,None,Medium,22.1,1,1,3,8,1,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Singtam Village,Sikkim,2023-02-12,0,None,Medium,29.6,5,4,3,27,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Zunheboto Village,Nagaland,2023-02-13,0,None,Low,6.4,2,0,2,7,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Kiphire Village,Nagaland,2023-02-13,0,None,Medium,27.4,2,4,2,15,1,0,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Tamenglong Rural,Manipur,2023-02-13,0,None,Medium,15.9,6,1,2,21,0,0,0,0,0,0,0,Yellow,ASHA Worker,Pending
Imphal Rural,Manipur,2023-02-13,0,None,Low,9.0,0,2,5,12,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Dharmanagar Rural,Tripura,2023-02-13,0,None,Low,13.4,4,2,2,14,0,0,0,0,0,0,0,Red,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-02-13,0,None,Medium,23.6,1,2,3,13,1,0,0,0,0,0,0,Green,ASHA Worker,Verified
Tezpur Village,Arunachal Pradesh,2023-02-13,0,None,Medium,26.2,6,2,1,13,0,0,1,0,0,0,1,Yellow,District Health Office,Under Investigation
Resubelpara Rural,Meghalaya,2023-02-14,0,None,Medium,21.2,1,2,1,6,1,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Tezpur Rural,Assam,2023-02-14,0,None,Medium,25.9,2,3,2,14,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Namchi Village,Sikkim,2023-02-14,0,None,Low,10.6,2,2,3,10,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-02-14,0,None,Medium,24.6,4,2,3,14,0,0,1,0,0,0,0,Green,Clinic,Verified
Khliehriat Village,Meghalaya,2023-02-14,0,None,Low,7.9,2,1,2,6,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Serchhip Village,Mizoram,2023-02-14,0,None,Low,8.5,2,3,0,6,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Mangan Village,Sikkim,2023-02-14,0,None,High,33.0,1,0,5,7,1,0,1,0,0,0,1,Green,Clinic,Verified
Imphal Rural,Manipur,2023-02-15,0,None,Low,8.7,3,1,1,7,0,0,0,0,0,0,0,Red,District Health Office,Verified
Dharmanagar Rural,Tripura,2023-02-15,0,None,Low,10.5,3,3,0,8,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Bishnupur Rural,Manipur,2023-02-15,0,None,Medium,27.2,4,2,1,15,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Saitual Rural,Mizoram,2023-02-15,0,None,Medium,16.7,2,1,1,6,0,0,1,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Thoubal Village,Manipur,2023-02-15,0,None,Low,11.9,4,1,2,16,0,0,0,0,0,0,0,Green,Clinic,Verified
Ziro Village,Arunachal Pradesh,2023-02-15,0,None,Medium,16.5,3,3,5,16,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Baghmara Rural,Meghalaya,2023-02-15,0,None,High,46.1,4,3,3,13,0,1,1,0,0,0,1,Yellow,District Health Office,Verified
Champhai Rural,Mizoram,2023-02-16,0,None,Low,12.7,2,5,1,16,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Champhai Rural,Mizoram,2023-02-16,0,None,Low,12.9,3,3,2,15,0,0,0,0,0,0,0,Green,Clinic,Verified
Khowai Village,Tripura,2023-02-16,0,None,Low,9.4,2,2,2,11,0,0,0,0,0,0,0,Green,District Health Office,Verified
Serchhip Village,Mizoram,2023-02-16,0,None,Medium,16.2,6,2,1,12,0,0,0,0,0,0,0,Green,Clinic,Verified
Belonia Rural,Tripura,2023-02-16,0,None,Low,14.3,4,1,4,11,0,0,0,0,0,0,0,Green,Clinic,Pending
Phek Rural,Nagaland,2023-02-16,0,None,High,30.9,1,1,2,7,1,0,1,0,0,0,1,Green,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-02-16,0,None,Medium,23.5,3,5,0,15,0,0,1,0,0,0,0,Yellow,ASHA Worker,Pending
Pakyong Village,Sikkim,2023-02-17,0,None,Low,7.0,2,2,0,7,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Champhai Rural,Mizoram,2023-02-17,0,None,Medium,29.9,4,3,2,19,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Bomdila Rural,Arunachal Pradesh,2023-02-17,0,None,Low,3.5,1,1,0,3,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Aizawl Rural,Mizoram,2023-02-17,0,None,Low,11.0,4,2,0,9,0,0,0,0,0,0,0,Orange,Clinic,Under Investigation
Belonia Rural,Tripura,2023-02-17,0,None,Medium,18.7,8,1,1,17,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Kiphire Village,Nagaland,2023-02-17,0,None,Low,3.2,1,0,1,2,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Jowai Rural,Meghalaya,2023-02-17,1,Flood-related,High,47.8,5,2,4,17,0,1,1,5,1,4,1,Red,District Health Office,Verified
Pakyong Village,Sikkim,2023-02-18,0,None,High,30.4,6,4,2,25,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Tezpur Rural,Assam,2023-02-18,0,None,High,31.9,5,3,2,14,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Jiribam Village,Manipur,2023-02-18,0,None,Low,8.9,1,3,2,8,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Jowai Rural,Meghalaya,2023-02-18,0,None,Medium,21.1,3,1,3,12,0,0,1,0,0,0,0,Red,Clinic,Verified
Barpeta Village,Assam,2023-02-18,0,None,Low,9.7,2,3,1,9,0,0,0,0,0,0,0,Green,Clinic,Verified
Hnahthial Village,Mizoram,2023-02-18,0,None,Low,13.8,3,2,4,22,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Namchi Village,Sikkim,2023-02-18,0,None,Medium,23.7,4,3,1,10,0,0,1,0,0,0,0,Orange,Community Leader,Verified
Hnahthial Village,Mizoram,2023-02-19,0,None,Low,7.9,2,1,2,12,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-02-19,0,None,Low,4.0,2,0,0,4,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-02-19,0,None,Medium,25.3,3,3,4,23,0,0,1,0,0,0,1,Green,Clinic,Verified
Imphal Rural,Manipur,2023-02-19,0,None,Low,6.4,2,0,2,9,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-02-19,0,None,Low,4.7,1,1,1,7,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Teliamura Rural,Tripura,2023-02-19,0,None,Medium,18.2,2,2,1,11,0,0,1,0,0,0,0,Orange,District Health Office,Pending
Silchar Village,Assam,2023-02-19,0,None,High,33.1,5,3,3,17,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Imphal Rural,Manipur,2023-02-20,1,Water-borne,High,40.9,6,1,2,20,1,0,1,11,0,5,1,Yellow,Clinic,Verified
Dibrugarh Rural,Assam,2023-02-20,0,None,Medium,28.4,4,2,2,11,1,0,0,0,0,0,1,Orange,Clinic,Verified
Pakyong Village,Sikkim,2023-02-20,0,None,Medium,24.0,1,4,5,22,0,0,1,0,0,0,0,Red,ASHA Worker,Pending
Singtam Village,Sikkim,2023-02-20,0,None,Low,8.5,2,3,0,7,0,0,0,0,0,0,0,Orange,District Health Office,Under Investigation
Lawngtlai Village,Mizoram,2023-02-20,0,None,Low,7.4,1,2,2,9,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-02-20,0,None,High,30.3,3,3,4,22,1,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-02-20,0,None,High,40.6,2,2,3,11,0,1,1,0,0,0,1,Red,Clinic,Verified
Guwahati Rural,Assam,2023-02-21,0,None,High,32.5,3,1,0,5,1,0,1,0,0,0,1,Green,District Health Office,Verified
Aizawl Rural,Mizoram,2023-02-21,1,Water-borne,High,33.9,6,3,2,18,1,0,0,1,0,5,1,Orange,Community Leader,Verified
Wokha Rural,Nagaland,2023-02-21,0,None,Medium,29.4,3,4,2,19,1,0,0,0,0,0,1,Yellow,Community Leader,Verified
Saitual Rural,Mizoram,2023-02-21,0,None,Low,10.5,3,3,0,12,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Williamnagar Village,Meghalaya,2023-02-21,0,None,Low,9.2,1,4,1,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-02-21,0,None,High,31.6,5,2,3,16,1,0,0,0,0,0,1,Green,District Health Office,Verified
Williamnagar Village,Meghalaya,2023-02-21,0,None,High,38.9,5,1,2,18,1,0,1,0,0,0,1,Green,Clinic,Verified
Churachandpur Village,Manipur,2023-02-22,0,None,Low,6.2,1,2,1,6,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Shillong Rural,Meghalaya,2023-02-22,0,None,Medium,17.9,4,5,2,14,0,0,0,0,0,0,0,Red,Community Leader,Verified
Bishnupur Rural,Manipur,2023-02-22,0,None,Low,10.7,4,1,1,10,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Agartala Rural,Tripura,2023-02-22,0,None,Medium,17.1,3,5,3,21,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Baghmara Rural,Meghalaya,2023-02-22,0,None,Low,6.0,3,0,0,3,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Hnahthial Village,Mizoram,2023-02-22,0,None,Medium,15.4,5,2,2,13,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tuensang Village,Nagaland,2023-02-22,0,None,Medium,24.2,5,2,1,17,0,0,1,0,0,0,0,Red,District Health Office,Verified
Silchar Village,Assam,2023-02-23,0,None,Medium,17.4,1,2,2,7,0,0,1,0,0,0,0,Orange,Clinic,Verified
Nagaon Rural,Assam,2023-02-23,0,None,Medium,16.4,7,0,2,19,0,0,0,0,0,0,0,Orange,Clinic,Pending
Namchi Village,Sikkim,2023-02-23,0,None,Medium,23.3,2,3,4,22,0,0,1,0,0,0,0,Green,Clinic,Verified
Hnahthial Village,Mizoram,2023-02-23,0,None,Low,12.7,2,5,1,11,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Tura Village,Meghalaya,2023-02-23,0,None,Medium,17.9,4,5,2,26,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Tamenglong Rural,Manipur,2023-02-23,0,None,High,40.7,5,3,1,21,1,0,1,0,0,0,1,Red,ASHA Worker,Verified
Tezpur Rural,Assam,2023-02-23,0,None,Low,7.9,2,1,2,9,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Thoubal Village,Manipur,2023-02-24,0,None,Medium,19.6,5,4,3,27,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Champhai Rural,Mizoram,2023-02-24,0,None,Low,5.5,2,1,0,5,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Khliehriat Village,Meghalaya,2023-02-24,0,None,Low,6.7,2,1,1,6,0,0,0,0,0,0,0,Green,Clinic,Verified
Roing Village,Arunachal Pradesh,2023-02-24,0,None,Medium,22.6,3,2,3,18,0,0,1,0,0,0,0,Red,District Health Office,Verified
Imphal Rural,Manipur,2023-02-24,0,None,Low,12.0,3,4,0,11,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tura Village,Meghalaya,2023-02-24,0,None,High,36.1,3,1,3,16,1,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Tura Village,Meghalaya,2023-02-24,0,None,Medium,22.2,3,0,1,6,1,0,0,0,0,0,0,Yellow,ASHA Worker,Pending
Tawang Rural,Arunachal Pradesh,2023-02-25,0,None,High,39.3,1,5,4,14,1,0,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Jowai Rural,Meghalaya,2023-02-25,0,None,Medium,26.9,4,1,2,12,1,0,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Imphal Rural,Manipur,2023-02-25,0,None,Medium,26.4,3,2,2,15,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Shillong Rural,Meghalaya,2023-02-25,0,None,Low,8.0,4,0,0,9,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Gyalshing Rural,Sikkim,2023-02-25,0,None,Low,13.9,5,1,2,15,0,0,0,0,0,0,0,Green,District Health Office,Verified
Amarpur Village,Tripura,2023-02-25,0,None,Low,10.2,3,2,1,10,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Serchhip Village,Mizoram,2023-02-25,0,None,Low,13.4,4,2,2,12,0,0,0,0,0,0,0,Green,Community Leader,Verified
Aizawl Rural,Mizoram,2023-02-26,0,None,Low,10.3,2,1,4,10,0,0,0,0,0,0,0,Orange,District Health Office,Verified
